"SN","corpus_doi","openalex_id","doi","title","year","cited_by_count","abstract","referenced_works","is_oa","oa_status","oa_url","openalex_authors","openalex_affiliations","openalex_countries","keywords"
"318","https://doi.org/10.1609/aies.v8i3.36764","https://openalex.org/W4415230050","https://doi.org/10.1609/aies.v8i3.36764","Advancing Fairness in Generative AI Through Intrinsic and Extrinsic Bias Evaluation and Mitigation","2025","0","This research focuses on understanding and mitigating bias in generative AI models, specifically by examining both intrinsic and extrinsic biases. The project aims to develop a unified evaluation framework and bias mitigation strategies to promote fairness across real-world applications, such as finance and healthcare. The goal is to ensure generative AI systems do not propagate harmful societal biases, and the research explores bias detection and mitigation across various deployment stages.","","True","bronze","https://ojs.aaai.org/index.php/AIES/article/download/36764/38902","Mina Arzaghi","Mila - Quebec Artificial Intelligence Institute","Canada","Generative grammar; Software deployment; Generative model; Capability approach; Key (lock)"
"319","https://doi.org/10.18653/v1/2025.findings-emnlp.1275","https://openalex.org/W4416033984","https://doi.org/10.18653/v1/2025.findings-emnlp.1275","NLP Needs Diversity outside of ‘Diversity’","2025","0","This position paper argues that recent progress with diversity in NLP is disproportionately concentrated on a small number of areas surrounding fairness. We further argue that this is the result of a number of incentives, biases, and barriers which come together to disenfranchise marginalized researchers in non-fairness fields, or to move them into fairness-related fields. We substantiate our claims with an investigation into the demographics of NLP researchers by subfield, using our research to support a number of recommendations for ensuring that all areas within NLP can become more inclusive and equitable. In particular, we highlight the importance of breaking down feedback loops that reinforce disparities, and the need to address geographical and linguistic barriers that hinder participation in NLP research.","","True","gold","https://aclanthology.org/2025.findings-emnlp.1275.pdf","Joshua Tint","Arizona State University","USA","Diversity (politics); Demographics; Linguistic diversity; Position (finance); Position paper"
"320","https://doi.org/10.48550/arxiv.2309.08621","https://openalex.org/W4386900502","https://doi.org/10.48550/arxiv.2309.08621","Exploring Social Choice Mechanisms for Recommendation Fairness in SCRUF","2023","1","Fairness problems in recommender systems often have a complexity in practice that is not adequately captured in simplified research formulations. A social choice formulation of the fairness problem, operating within a multi-agent architecture of fairness concerns, offers a flexible and multi-aspect alternative to fairness-aware recommendation approaches. Leveraging social choice allows for increased generality and the possibility of tapping into well-studied social choice algorithms for resolving the tension between multiple, competing fairness concerns. This paper explores a range of options for choice mechanisms in multi-aspect fairness applications using both real and synthetic data and shows that different classes of choice and allocation mechanisms yield different but consistent fairness / accuracy tradeoffs. We also show that a multi-agent formulation offers flexibility in adapting to user population dynamics.","","True","green","https://arxiv.org/pdf/2309.08621","Amanda Aird; Cassidy All; Paresha Farastu; Elena Štefancová; Joshua Sun; Nicholas Mattei; Robin Burke","University of Colorado, Boulder; University of Colorado, Boulder; University of Colorado, Boulder; Comenius University Bratislava; Independent Researcher; Tulane University; University of Colorado, Boulder","USA; USA; USA; Slovakia; USA; USA; USA","Generality; Computer science; Flexibility (engineering); Range (aeronautics); Yield (engineering); Population; Management science; Risk analysis (engineering); Psychology; Economics; Engineering; Sociology"
"321","https://doi.org/10.48550/arxiv.2411.10954","https://openalex.org/W4404570413","https://doi.org/10.48550/arxiv.2411.10954","Dialectal Toxicity Detection: Evaluating LLM-as-a-Judge Consistency Across Language Varieties","2024","1","There has been little systematic study on how dialectal differences affect toxicity detection by modern LLMs. Furthermore, although using LLMs as evaluators (""LLM-as-a-judge"") is a growing research area, their sensitivity to dialectal nuances is still underexplored and requires more focused attention. In this paper, we address these gaps through a comprehensive toxicity evaluation of LLMs across diverse dialects. We create a multi-dialect dataset through synthetic transformations and human-assisted translations, covering 10 language clusters and 60 varieties. We then evaluated three LLMs on their ability to assess toxicity across multilingual, dialectal, and LLM-human consistency. Our findings show that LLMs are sensitive in handling both multilingual and dialectal variations. However, if we have to rank the consistency, the weakest area is LLM-human agreement, followed by dialectal consistency. Code repository: \url{https://github.com/ffaisal93/dialect_toxicity_llm_judge}","","True","green","https://arxiv.org/pdf/2411.10954","Fahim Faisal; Md. Mushfiqur Rahman; Antonios Anastasopoulos","George Mason University; George Mason University; George Mason University","USA; USA; USA","Consistency (knowledge bases); Toxicity; Natural language processing; Computer science; Psychology; Artificial intelligence; Medicine; Internal medicine"
"322","https://doi.org/10.48550/arxiv.2212.09651","https://openalex.org/W4312054644","https://doi.org/10.48550/arxiv.2212.09651","Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages","2022","1","Multilingual Pretrained Language Models (MPLMs) have shown their strong multilinguality in recent empirical cross-lingual transfer studies. In this paper, we propose the Prompts Augmented by Retrieval Crosslingually (PARC) pipeline to improve the zero-shot performance on low-resource languages (LRLs) by augmenting the context with semantically similar sentences retrieved from a high-resource language (HRL) as prompts. PARC improves the zero-shot performance on three downstream tasks (binary sentiment classification, topic categorization and natural language inference) with multilingual parallel test sets across 10 LRLs covering 6 language families in both unlabeled settings (+5.1%) and labeled settings (+16.3%). PARC-labeled also outperforms the finetuning baseline by 3.7%. We find a significant positive correlation between cross-lingual transfer performance on one side, and the similarity between the high- and low-resource languages as well as the amount of low-resource pretraining data on the other side. A robustness analysis suggests that PARC has the potential to achieve even stronger performance with more powerful MPLMs.","","True","green","https://arxiv.org/pdf/2212.09651","Ercong Nie; Sheng Liang; Helmut Schmid; Hinrich Schütze","LMU Munich; LMU Munich; LMU Munich; LMU Munich","Germany; Germany; Germany; Germany","Computer science; Natural language processing; Artificial intelligence; Inference; Categorization; Context (archaeology); Pipeline (software)"
"323","https://doi.org/10.1145/3708319.3733694","https://openalex.org/W4411235990","https://doi.org/10.1145/3708319.3733694","Beyond Demographics: Evaluating News Recommender Systems Fairness Through Behavioural Communities","2025","1","Fairness in recommender systems is often framed around demographic attributes.In this work, we explore a novel directionevaluating fairness across latent behavioural communities derived from user interactions on a real-world news platform.Using graphbased community detection (Louvain and Infomap), we identify large user groups and examine how different network modelling choices affect fairness outcomes in both traditional and fairnessaware recommender systems.Experiments on an Austrian news dataset reveal that small changes in graph construction considerably impact community formation and recommendation quality.Notably, fairness-aware algorithms show only marginal improvements over standard approaches, underscoring the complexity of achieving equitable outcomes in real-world systems and raising important questions for future research.","https://openalex.org/W950821216; https://openalex.org/W2127048411; https://openalex.org/W2144807535; https://openalex.org/W2951271819; https://openalex.org/W3037826211; https://openalex.org/W3092103025; https://openalex.org/W3094546485; https://openalex.org/W3102641634; https://openalex.org/W3126033509; https://openalex.org/W3180187578; https://openalex.org/W4235019172; https://openalex.org/W4281885833; https://openalex.org/W4282027681; https://openalex.org/W4393259519","True","gold","https://dl.acm.org/doi/pdf/10.1145/3708319.3733694","Bernhard Steindl; Thomas Elmar Kolb; Julia Neidhardt","TU Wien; TU Wien; TU Wien","Austria; Austria; Austria","Demographics; Recommender system; Computer science; Data science; World Wide Web; Demography"
"324","https://doi.org/10.1145/3664928","https://openalex.org/W4398169514","https://doi.org/10.1145/3664928","Fairness and Diversity in Recommender Systems: A Survey","2024","73","Recommender systems (RS) are effective tools for mitigating information overload and have seen extensive applications across various domains. However, the single focus on utility goals proves to be inadequate in addressing real-world concerns, leading to increasing attention to fairness-aware and diversity-aware RS. While most existing studies explore fairness and diversity independently, we identify strong connections between these two domains. In this survey, we first discuss each of them individually and then dive into their connections. Additionally, motivated by the concepts of user-level and item-level fairness, we broaden the understanding of diversity to encompass not only the item level but also the user level. With this expanded perspective on user and item-level diversity, we re-interpret fairness studies from the viewpoint of diversity. This fresh perspective enhances our understanding of fairness-related work and paves the way for potential future research directions. Articles discussed in this survey along with public code links are available at: https://github.com/YuyingZhao/Awesome-Fairness-and-Diversity-Papers-in-Recommender-Systems","https://openalex.org/W124106411; https://openalex.org/W195533127; https://openalex.org/W1774663064; https://openalex.org/W1976757813; https://openalex.org/W1990737295; https://openalex.org/W2003810236; https://openalex.org/W2016381774; https://openalex.org/W2020731303; https://openalex.org/W2023188792; https://openalex.org/W2033009633; https://openalex.org/W2048934076; https://openalex.org/W2049670925; https://openalex.org/W2060796982; https://openalex.org/W2068204489; https://openalex.org/W2097951507; https://openalex.org/W2101713524; https://openalex.org/W2106334424; https://openalex.org/W2108630796; https://openalex.org/W2108954244; https://openalex.org/W2113885898; https://openalex.org/W2137057085; https://openalex.org/W2144807535; https://openalex.org/W2148933855; https://openalex.org/W2153111836; https://openalex.org/W2153578526; https://openalex.org/W2155912844; https://openalex.org/W2157391629; https://openalex.org/W2213191543; https://openalex.org/W2317739826; https://openalex.org/W2345766955; https://openalex.org/W2401983063; https://openalex.org/W2404472757; https://openalex.org/W2533692962; https://openalex.org/W2562236173; https://openalex.org/W2586601519; https://openalex.org/W2704480242; https://openalex.org/W2748058847; https://openalex.org/W2749689103; https://openalex.org/W2787991113; https://openalex.org/W2788728386; https://openalex.org/W2798294275; https://openalex.org/W2824407413; https://openalex.org/W2897363137; https://openalex.org/W2911936302; https://openalex.org/W2914721378; https://openalex.org/W2963189767; https://openalex.org/W2964247748; https://openalex.org/W2965074186; https://openalex.org/W2973094059; https://openalex.org/W2978725006; https://openalex.org/W2982902390; https://openalex.org/W2997538502; https://openalex.org/W3006245299; https://openalex.org/W3035523484; https://openalex.org/W3040478789; https://openalex.org/W3043109986; https://openalex.org/W3044311607; https://openalex.org/W3048919590; https://openalex.org/W3080642298; https://openalex.org/W3082738012; https://openalex.org/W3092103025; https://openalex.org/W3098894878; https://openalex.org/W3100324210; https://openalex.org/W3102518922; https://openalex.org/W3116873649; https://openalex.org/W3117178429; https://openalex.org/W3123082925; https://openalex.org/W3126453897; https://openalex.org/W3133706083; https://openalex.org/W3134330728; https://openalex.org/W3135583098; https://openalex.org/W3136702521; https://openalex.org/W3138773240; https://openalex.org/W3153182568; https://openalex.org/W3153252715; https://openalex.org/W3153432523; https://openalex.org/W3154672276; https://openalex.org/W3154833091; https://openalex.org/W3155877950; https://openalex.org/W3156200279; https://openalex.org/W3158895417; https://openalex.org/W3158993229; https://openalex.org/W3163155381; https://openalex.org/W3175142666; https://openalex.org/W3175660618; https://openalex.org/W3175865138; https://openalex.org/W3188048876; https://openalex.org/W3203765198; https://openalex.org/W3207360442; https://openalex.org/W3214830073; https://openalex.org/W4205941772; https://openalex.org/W4206495260; https://openalex.org/W4214540501; https://openalex.org/W4221165502; https://openalex.org/W4224309908; https://openalex.org/W4224950663; https://openalex.org/W4225308835; https://openalex.org/W4226280022; https://openalex.org/W4226346920; https://openalex.org/W4241768805; https://openalex.org/W4242771733; https://openalex.org/W4245605774; https://openalex.org/W4248672808; https://openalex.org/W4280595799; https://openalex.org/W4281861579; https://openalex.org/W4282027681; https://openalex.org/W4284713500; https://openalex.org/W4285250682; https://openalex.org/W4288616732; https://openalex.org/W4292887282; https://openalex.org/W4299687421; https://openalex.org/W4300482433; https://openalex.org/W4300568640; https://openalex.org/W4302563337; https://openalex.org/W4320814985; https://openalex.org/W4353115071; https://openalex.org/W4365600738; https://openalex.org/W4366782941; https://openalex.org/W4367046988; https://openalex.org/W4367047007; https://openalex.org/W4367047233; https://openalex.org/W4367047364; https://openalex.org/W4380322001; https://openalex.org/W4382203049; https://openalex.org/W4384891029; https://openalex.org/W4385270220; https://openalex.org/W4386729347; https://openalex.org/W4386729866; https://openalex.org/W4387158099; https://openalex.org/W4387846198; https://openalex.org/W4390134877","True","bronze","https://dl.acm.org/doi/pdf/10.1145/3664928","Yuying Zhao; Yu Wang; Yunchao Liu; Xueqi Cheng; Charų C. Aggarwal; Tyler Derr","Vanderbilt University; Vanderbilt University; Vanderbilt University; Vanderbilt University; IBM Research - Thomas J. Watson Research Center; Vanderbilt University","USA; USA; USA; USA; USA; USA","Computer science; Diversity (politics); Recommender system; Perspective (graphical); Information overload; Focus (optics); World Wide Web; Data science; Information retrieval; Artificial intelligence; Sociology"
"325","https://doi.org/10.48550/arxiv.1905.12101","https://openalex.org/W2947819652","https://doi.org/10.48550/arxiv.1905.12101","Differential Privacy Has Disparate Impact on Model Accuracy","2019","77","Differential privacy (DP) is a popular mechanism for training machine learning models with bounded leakage about the presence of specific points in the training data. The cost of differential privacy is a reduction in the model's accuracy. We demonstrate that in the neural networks trained using differentially private stochastic gradient descent (DP-SGD), this cost is not borne equally: accuracy of DP models drops much more for the underrepresented classes and subgroups. For example, a gender classification model trained using DP-SGD exhibits much lower accuracy for black faces than for white faces. Critically, this gap is bigger in the DP model than in the non-DP model, i.e., if the original model is unfair, the unfairness becomes worse once DP is applied. We demonstrate this effect for a variety of tasks and models, including sentiment analysis of text and image classification. We then explain why DP training mechanisms such as gradient clipping and noise addition have disproportionate effect on the underrepresented and more complex subgroups, resulting in a disparate reduction of model accuracy.","https://openalex.org/W1815076433; https://openalex.org/W1873763122; https://openalex.org/W1982381767; https://openalex.org/W2077217970; https://openalex.org/W2097117768; https://openalex.org/W2148143831; https://openalex.org/W2194775991; https://openalex.org/W2250539671; https://openalex.org/W2263490141; https://openalex.org/W2473418344; https://openalex.org/W2508354372; https://openalex.org/W2530395818; https://openalex.org/W2592232824; https://openalex.org/W2594311007; https://openalex.org/W2725155646; https://openalex.org/W2756182389; https://openalex.org/W2767106145; https://openalex.org/W2777914285; https://openalex.org/W2784621220; https://openalex.org/W2788481061; https://openalex.org/W2795435272; https://openalex.org/W2797977484; https://openalex.org/W2799159261; https://openalex.org/W2888161220; https://openalex.org/W2899771611; https://openalex.org/W2905148628; https://openalex.org/W2911978475; https://openalex.org/W2914454064; https://openalex.org/W2917708172; https://openalex.org/W2946911894; https://openalex.org/W2947018541; https://openalex.org/W2950103651; https://openalex.org/W2962688627; https://openalex.org/W2962751370; https://openalex.org/W2962774530; https://openalex.org/W2963327716; https://openalex.org/W2963691377; https://openalex.org/W3201293175","True","green","https://arxiv.org/pdf/1905.12101","Eugene Bagdasaryan; Vitaly Shmatikov","Cornell University; Cornell University","USA; USA","Differential privacy; Stochastic gradient descent; Computer science; Artificial intelligence; Gradient descent; Machine learning; Differential (mechanical device); Bounded function; Artificial neural network; Pattern recognition (psychology); Algorithm; Mathematics"
"326","https://doi.org/10.3389/frai.2022.976838","https://openalex.org/W4304183812","https://doi.org/10.3389/frai.2022.976838","Exploring gender biases in ML and AI academic research through systematic literature review","2022","83","Automated systems that implement Machine learning (ML) and Artificial Intelligence (AI) algorithms present promising solutions to a variety of technological and non-technological issues. Although, industry leaders are rapidly adopting these systems for anything from marketing to national defense operations, these systems are not without flaws. Recently, many of these systems are found to inherit and propagate gender and racial biases that disadvantages the minority population. In this paper, we analyze academic publications in the area of gender biases in ML and AI algorithms thus outlining different themes, mitigation and detection methods explored through research in this topic. Through a detailed analysis of N = 120 papers, we map the current research landscape on gender specific biases present in ML and AI assisted automated systems. We further point out the aspects of ML/AI gender biases research that are less explored and require more attention. Mainly we focus on the lack of user studies and inclusivity in this field of study. We also shed some light into the gender bias issue as experienced by the algorithm designers. In conclusion, in this paper we provide a holistic view of the breadth of studies conducted in the field of exploring, detecting and mitigating gender biases in ML and AI systems and, a future direction for the studies to take in order to provide a fair and accessible ML and AI systems to all users.","https://openalex.org/W2550925836; https://openalex.org/W2594739882; https://openalex.org/W2760062370; https://openalex.org/W2760255222; https://openalex.org/W2771754551; https://openalex.org/W2788481061; https://openalex.org/W2795752571; https://openalex.org/W2799258637; https://openalex.org/W2802105481; https://openalex.org/W2809628680; https://openalex.org/W2810135932; https://openalex.org/W2811362821; https://openalex.org/W2889624842; https://openalex.org/W2889689557; https://openalex.org/W2891525068; https://openalex.org/W2892439346; https://openalex.org/W2896757013; https://openalex.org/W2898147565; https://openalex.org/W2908730746; https://openalex.org/W2909212904; https://openalex.org/W2911227954; https://openalex.org/W2911735741; https://openalex.org/W2912546609; https://openalex.org/W2912673594; https://openalex.org/W2913138151; https://openalex.org/W2916904544; https://openalex.org/W2941661483; https://openalex.org/W2945687022; https://openalex.org/W2947440313; https://openalex.org/W2950173087; https://openalex.org/W2950888501; https://openalex.org/W2952328691; https://openalex.org/W2953768123; https://openalex.org/W2954502169; https://openalex.org/W2960793930; https://openalex.org/W2962787423; https://openalex.org/W2963457723; https://openalex.org/W2964116855; https://openalex.org/W2967013449; https://openalex.org/W2969054107; https://openalex.org/W2972245603; https://openalex.org/W2972535663; https://openalex.org/W2972663293; https://openalex.org/W2990751682; https://openalex.org/W2994826132; https://openalex.org/W2998746913; https://openalex.org/W2999233526; https://openalex.org/W3001754608; https://openalex.org/W3022163979; https://openalex.org/W3023547440; https://openalex.org/W3027373771; https://openalex.org/W3028390260; https://openalex.org/W3033733989; https://openalex.org/W3033907174; https://openalex.org/W3034115845; https://openalex.org/W3034656957; https://openalex.org/W3034847753; https://openalex.org/W3035680038; https://openalex.org/W3037594484; https://openalex.org/W3037831233; https://openalex.org/W3038923964; https://openalex.org/W3039690871; https://openalex.org/W3041469552; https://openalex.org/W3041982716; https://openalex.org/W3048511172; https://openalex.org/W3048991518; https://openalex.org/W3081377657; https://openalex.org/W3082289859; https://openalex.org/W3086067533; https://openalex.org/W3088924330; https://openalex.org/W3096478553; https://openalex.org/W3098124506; https://openalex.org/W3099711883; https://openalex.org/W3100355408; https://openalex.org/W3102961637; https://openalex.org/W3103585759; https://openalex.org/W3103741452; https://openalex.org/W3103891807; https://openalex.org/W3104617516; https://openalex.org/W3106489865; https://openalex.org/W3120748511; https://openalex.org/W3128232076; https://openalex.org/W3132820005; https://openalex.org/W3133226796; https://openalex.org/W3133979110; https://openalex.org/W3135773605; https://openalex.org/W3157867125; https://openalex.org/W3161922222; https://openalex.org/W3162822925; https://openalex.org/W3164247010; https://openalex.org/W3171635801; https://openalex.org/W3174110146; https://openalex.org/W3180187578; https://openalex.org/W3181414820; https://openalex.org/W3184567428; https://openalex.org/W3185212449; https://openalex.org/W3189924308; https://openalex.org/W3191132518; https://openalex.org/W3194676777; https://openalex.org/W3194763908; https://openalex.org/W3195725782; https://openalex.org/W3195765557; https://openalex.org/W3198511061; https://openalex.org/W3199814031; https://openalex.org/W3201909745; https://openalex.org/W3207941483; https://openalex.org/W3212321861; https://openalex.org/W4200500990; https://openalex.org/W4230971985; https://openalex.org/W4233908266; https://openalex.org/W4288083801; https://openalex.org/W4288120920; https://openalex.org/W4288311862; https://openalex.org/W4365800072; https://openalex.org/W4386094675; https://openalex.org/W6635469476; https://openalex.org/W6748382702; https://openalex.org/W6759300381; https://openalex.org/W6766477551; https://openalex.org/W6766914090; https://openalex.org/W6770846517; https://openalex.org/W6772846465; https://openalex.org/W6782532613; https://openalex.org/W6784366165; https://openalex.org/W6788582452","True","gold","https://www.frontiersin.org/articles/10.3389/frai.2022.976838/pdf","Sunny Shrestha; Sanchari Das","University of Denver; University of Denver","USA; USA","Field (mathematics); Variety (cybernetics); Point (geometry); Artificial intelligence; Computer science; Data science; Population; Gender bias; Order (exchange); Psychology; Social psychology; Sociology; Mathematics"
"327","https://doi.org/10.1016/j.nedt.2026.107056","https://openalex.org/W7131619567","https://doi.org/10.1016/j.nedt.2026.107056","Artificial intelligence in nursing education: A scoping review of intelligent tutoring systems-evidence and implementation gaps","2026","0","The concept of ITSs is widely implemented across educational settings, but their adoption in nursing education remains poorly understood. To investigate the current state of evidence on ITS in nursing education, identify research gaps and provide recommendations for future research and practice. A scoping review based on the JBI methodology framework. A systematic literature search was initiated (between June and October 2025) across several databases (IEEE Xplore, PubMed, MEDLINE, ERIC, ProQuest, ScienceDirect, and Google Scholar). Grey literature sources and websites of key organisations (e.g., NMC, NICE, IHI, NHS) were also searched. There were no date restrictions, but only articles in English were considered. The screening and selection process was based on the extended PRISMA-ScR framework. Initially, 881 records were retrieved, but 9 studies were included in our scoping review and analysed. Our results indicate that research on ITS in nursing remains limited, with most studies presenting incomplete ITS architectures that focus primarily on domain models or standalone concepts. Among the 9 studies, there is limited evidence suggesting considerations of user-needs evaluation, theoretical frameworks, empirical validation, or curricular integration. Evidence on ITS in nursing education is limited and inconsistent. Our results led to recommendations for future research and practice, including developing a grounded theory of user perspectives, conducting rigorous empirical evaluations, designing and testing comprehensive ITS architectures aligned with nursing education philosophies, and promoting inclusivity by involving underrepresented populations and low-resource settings. • The first review on Intelligent Tutoring Systems (ITS) in nursing education • Conducted following JBI methodology and checklist, and screening process reported as per PRISMA-ScR • Only 9 studies were eligible for inclusion and analysed • The concept of ITS remains poorly investigated and inconsistent • Recommendations for future research and practices include grounded theory development, complete ITS design and development, establishing frameworks for implementation in nursing curriculum, a diverse and large study population and consideration of low-resource settings.","https://openalex.org/W2062649156; https://openalex.org/W2075950485; https://openalex.org/W2092909411; https://openalex.org/W2127215657; https://openalex.org/W2319555176; https://openalex.org/W2604448873; https://openalex.org/W2774962759; https://openalex.org/W2789624786; https://openalex.org/W2891378911; https://openalex.org/W3017131514; https://openalex.org/W3088041571; https://openalex.org/W3193767085; https://openalex.org/W3216319182; https://openalex.org/W4283581602; https://openalex.org/W4310012574; https://openalex.org/W4389076508; https://openalex.org/W4403084628; https://openalex.org/W4407060415; https://openalex.org/W4407946662; https://openalex.org/W4409012083; https://openalex.org/W4409118705; https://openalex.org/W4410503350","True","hybrid","https://doi.org/10.1016/j.nedt.2026.107056","Nevena Dicheva; Ikram Ur Rehman; Laden Husamaldin; Sama Aleshaiker","University of West London; University of West London; University of West London; University of West London","United Kingdom; United Kingdom; United Kingdom; United Kingdom","Grey literature; Nurse education; Systematic review; Process (computing); Nursing research; Evidence-based practice; Empirical research; Nursing literature; Empirical evidence"
"328","https://doi.org/10.48550/arxiv.2405.00483","https://openalex.org/W4396624093","https://doi.org/10.48550/arxiv.2405.00483","In Anticipation of Perfect Deepfake: Identity-anchored Artifact-agnostic Detection under Rebalanced Deepfake Detection Protocol","2024","0","As deep generative models advance, we anticipate deepfakes achieving ""perfection""-generating no discernible artifacts or noise. However, current deepfake detectors, intentionally or inadvertently, rely on such artifacts for detection, as they are exclusive to deepfakes and absent in genuine examples. To bridge this gap, we introduce the Rebalanced Deepfake Detection Protocol (RDDP) to stress-test detectors under balanced scenarios where genuine and forged examples bear similar artifacts. We offer two RDDP variants: RDDP-WHITEHAT uses white-hat deepfake algorithms to create 'self-deepfakes,' genuine portrait videos with the resemblance of the underlying identity, yet carry similar artifacts to deepfake videos; RDDP-SURROGATE employs surrogate functions (e.g., Gaussian noise) to process both genuine and forged examples, introducing equivalent noise, thereby sidestepping the need of deepfake algorithms. Towards detecting perfect deepfake videos that aligns with genuine ones, we present ID-Miner, a detector that identifies the puppeteer behind the disguise by focusing on motion over artifacts or appearances. As an identity-based detector, it authenticates videos by comparing them with reference footage. Equipped with the artifact-agnostic loss at frame-level and the identity-anchored loss at video-level, ID-Miner effectively singles out identity signals amidst distracting variations. Extensive experiments comparing ID-Miner with 12 baseline detectors under both conventional and RDDP evaluations with two deepfake datasets, along with additional qualitative studies, affirm the superiority of our method and the necessity for detectors designed to counter perfect deepfakes.","","True","green","https://arxiv.org/pdf/2405.00483","Wei-Han Wang; Chin-Yuan Yeh; Hsi-Wen Chen; De-Nian Yang; Ming-Syan Chen⋆","National Taiwan University; National Taiwan University; National Taiwan University; Academia Sinica; National Taiwan University","Taiwan; Taiwan; Taiwan; Taiwan; Taiwan","Anticipation (artificial intelligence); Artifact (error); Protocol (science); Computer science; Identity (music); Econometrics; Economics; Artificial intelligence; Medicine; Physics"
"329","https://doi.org/10.48550/arxiv.2410.09642","https://openalex.org/W4403569967","https://doi.org/10.48550/arxiv.2410.09642","RepMatch: Quantifying Cross-Instance Similarities in Representation Space","2024","0","Advances in dataset analysis techniques have enabled more sophisticated approaches to analyzing and characterizing training data instances, often categorizing data based on attributes such as ``difficulty''. In this work, we introduce RepMatch, a novel method that characterizes data through the lens of similarity. RepMatch quantifies the similarity between subsets of training instances by comparing the knowledge encoded in models trained on them, overcoming the limitations of existing analysis methods that focus solely on individual instances and are restricted to within-dataset analysis. Our framework allows for a broader evaluation, enabling similarity comparisons across arbitrary subsets of instances, supporting both dataset-to-dataset and instance-to-dataset analyses. We validate the effectiveness of RepMatch across multiple NLP tasks, datasets, and models. Through extensive experimentation, we demonstrate that RepMatch can effectively compare datasets, identify more representative subsets of a dataset (that lead to better performance than randomly selected subsets of equivalent size), and uncover heuristics underlying the construction of some challenge datasets.","","True","green","https://arxiv.org/pdf/2410.09642","Mohammad Modarres; Abbasi, Sina; Mohammad Taher Pilehvar","Khatam University; Khatam University; Cardiff University","Iran; Iran; United Kingdom","Representation (politics); Space (punctuation); Computer science; Political science; Politics"
